Station: Jungfraujoch
High alpine
Hourly means, PREC: Hourly sums
CET, ending time
Source: NABEL/MeteoSchweiz
Date/time;O3 [µg/m³];NO2 [µg/m³];SO2 [µg/m³];CO [mg/m³];PM10 [µg/m³];NOX [µg/m³];TEMP [°C];PREC [mm];RAD [W/m²]
01.01.2015 01:00;64.4;0.0;0.0;0.10;0.0;0.0;-6.0;;0.0
01.01.2015 02:00;61.9;0.0;0.0;0.10;1.0;0.0;-5.7;;0.0
01.01.2015 03:00;58.2;0.0;0.0;0.10;0.0;0.0;-5.3;;0.0
01.01.2015 04:00;56.4;0.0;0.0;0.10;0.0;0.0;-5.4;;0.0
01.01.2015 05:00;56.0;0.0;0.0;0.10;0.0;0.0;-5.3;;0.0
01.01.2015 06:00;59.2;0.0;0.0;0.10;0.1;0.0;-5.2;;0.0
01.01.2015 07:00;61.6;0.0;0.0;0.10;0.3;0.0;-5.3;;0.0
01.01.2015 08:00;63.9;0.0;0.0;0.10;;0.0;-5.2;;0.0
01.01.2015 09:00;66.0;0.0;0.0;0.10;1.3;0.0;-4.9;;32.2
01.01.2015 10:00;67.0;0.1;0.0;0.10;0.0;0.2;-4.9;;166.2
01.01.2015 11:00;70.1;0.0;0.0;0.10;0.0;0.1;-4.6;;287.8
01.01.2015 12:00;70.7;0.0;0.0;0.10;0.0;0.0;-4.1;;367.2
01.01.2015 13:00;70.6;0.0;0.0;0.10;0.0;0.0;-3.7;;399.3
01.01.2015 14:00;70.2;0.0;0.0;0.10;0.4;0.1;-3.8;;378.2
01.01.2015 15:00;70.0;0.1;;0.10;0.0;0.1;-3.2;;298.8
01.01.2015 16:00;69.4;0.0;0.0;0.10;0.0;0.1;-3.8;;149.2
01.01.2015 17:00;68.1;0.0;0.0;0.10;0.0;0.1;-5.3;;8.0
01.01.2015 18:00;65.8;0.0;0.0;0.10;0.0;0.0;-5.2;;0.0
01.01.2015 19:00;65.6;0.0;0.0;0.10;;0.0;-5.9;;0.0
01.01.2015 20:00;65.8;0.1;0.0;0.10;0.0;0.1;-5.6;;0.0
01.01.2015 21:00;66.2;0.1;0.0;0.10;0.3;0.1;-5.6;;0.0
01.01.2015 22:00;68.3;0.1;0.0;0.10;0.0;0.1;-5.1;;0.0
01.01.2015 23:00;67.9;0.1;0.0;0.10;1.1;0.1;-5.7;;0.0
02.01.2015 00:00;67.2;0.0;0.0;0.10;;0.1;-5.8;;0.0
02.01.2015 01:00;68.9;0.1;0.0;0.10;;0.1;-5.8;;0.0
02.01.2015 02:00;69.4;0.1;0.0;0.10;0.8;0.1;-5.9;;0.0
02.01.2015 03:00;67.7;0.1;0.0;0.10;0.7;0.1;-6.5;;0.0
02.01.2015 04:00;66.7;0.0;0.0;0.10;1.0;0.0;-6.7;;0.0
02.01.2015 05:00;66.6;0.0;0.0;0.10;0.4;0.0;-6.8;;0.0
02.01.2015 06:00;67.9;0.0;0.0;0.10;0.6;0.0;-6.2;;0.0
02.01.2015 07:00;66.8;0.0;0.0;0.10;0.0;0.0;-6.6;;0.0
02.01.2015 08:00;67.4;0.0;0.0;0.10;;0.0;-6.4;;0.0
02.01.2015 09:00;66.9;0.0;0.0;0.10;;0.1;-8.0;;26.7
02.01.2015 10:00;66.4;0.0;0.0;0.10;;0.0;-8.1;;159.8
02.01.2015 11:00;67.0;0.1;0.0;0.10;0.0;0.2;-7.7;;192.7
02.01.2015 12:00;65.4;0.2;0.0;0.10;0.4;0.3;-7.2;;286.3
02.01.2015 13:00;72.6;0.0;0.0;0.10;0.2;0.0;-6.7;;169.2
02.01.2015 14:00;70.8;0.1;0.0;0.10;0.9;0.1;-7.4;;123.0
02.01.2015 15:00;60.9;0.1;0.0;0.10;0.0;0.1;-6.3;;87.5
02.01.2015 16:00;59.2;0.0;0.0;0.10;0.6;0.0;-5.5;;39.5
02.01.2015 17:00;57.7;0.0;0.0;0.10;0.7;0.0;-5.2;;3.8
02.01.2015 18:00;56.6;0.0;0.0;0.10;0.0;0.0;-5.1;;0.0
02.01.2015 19:00;56.0;0.0;0.0;0.10;0.0;0.0;-5.1;;0.0
02.01.2015 20:00;55.9;0.0;0.0;0.10;;0.0;-5.5;;0.0
02.01.2015 21:00;59.7;0.0;0.0;0.10;1.1;0.0;-6.3;;0.0
02.01.2015 22:00;66.6;0.0;0.0;0.10;1.1;0.1;-8.4;;0.0
02.01.2015 23:00;67.7;0.0;0.0;0.10;0.4;0.0;-9.3;;0.0
03.01.2015 00:00;68.4;0.1;0.0;0.10;0.0;0.1;-9.5;;0.0
03.01.2015 01:00;65.5;0.0;0.0;0.10;0.5;0.0;-8.9;;0.0
03.01.2015 02:00;66.0;0.1;0.0;0.10;0.0;0.1;-8.9;;0.0
03.01.2015 03:00;67.5;0.0;0.0;0.10;1.1;0.0;-8.6;;0.0
03.01.2015 04:00;68.7;0.0;0.0;0.10;1.6;0.0;-8.5;;0.0
03.01.2015 05:00;68.1;0.0;0.0;0.10;;0.1;-8.8;;0.0
03.01.2015 06:00;67.1;0.0;0.0;0.10;0.0;0.0;-9.1;;0.0
03.01.2015 07:00;66.6;0.0;0.0;0.10;1.0;0.0;-9.4;;0.0
03.01.2015 08:00;66.8;0.0;0.0;0.10;0.0;0.0;-9.5;;0.0
03.01.2015 09:00;68.2;0.0;0.0;0.10;0.1;0.0;-8.9;;15.2
03.01.2015 10:00;68.2;0.0;0.0;0.10;0.0;0.0;-8.3;;90.8
03.01.2015 11:00;68.0;0.0;0.0;0.10;0.0;0.0;-8.0;;168.2
03.01.2015 12:00;67.5;0.0;0.0;0.10;0.5;0.1;-8.7;;141.2
03.01.2015 13:00;63.0;0.0;0.0;0.10;0.9;0.0;-7.6;;109.5
03.01.2015 14:00;57.7;0.0;0.0;0.10;0.4;0.0;-4.9;;59.2
03.01.2015 15:00;56.6;0.0;0.0;;1.5;0.0;-5.3;;39.3
03.01.2015 16:00;56.2;0.0;;;0.0;0.0;-5.9;;18.5
03.01.2015 17:00;57.1;0.0;0.0;0.10;1.4;0.0;-6.2;;1.8
03.01.2015 18:00;56.3;0.1;0.0;0.10;1.5;0.1;-6.3;;0.0
03.01.2015 19:00;56.6;0.1;0.0;0.10;0.8;0.1;-6.0;;0.0
03.01.2015 20:00;55.1;0.1;0.0;0.10;0.2;0.1;-5.4;;0.0
03.01.2015 21:00;55.1;0.2;0.0;0.10;1.8;0.2;-5.3;;0.0
03.01.2015 22:00;56.1;0.2;0.0;0.10;0.6;0.2;-6.1;;0.0
03.01.2015 23:00;56.1;0.3;0.0;0.10;0.9;0.3;-7.6;;0.0
04.01.2015 00:00;55.6;0.4;0.0;0.10;1.1;0.4;-8.2;;0.0
04.01.2015 01:00;54.8;0.4;0.0;0.10;0.3;0.4;-8.3;;0.0
04.01.2015 02:00;54.0;0.4;0.0;0.10;1.0;0.4;-7.9;;0.0
04.01.2015 03:00;54.4;0.4;0.0;0.10;0.0;0.4;-7.8;;0.0
04.01.2015 04:00;54.2;0.4;0.0;0.10;1.7;0.4;-8.3;;0.0
04.01.2015 05:00;52.9;0.5;0.0;0.10;1.0;0.5;-8.4;;0.0
04.01.2015 06:00;51.6;0.5;0.0;0.10;1.3;0.6;-8.6;;0.0
04.01.2015 07:00;50.1;0.6;0.0;0.10;;0.7;-8.8;;0.0
04.01.2015 08:00;50.7;0.6;0.0;0.10;0.0;0.6;-9.1;;0.0
04.01.2015 09:00;51.0;0.6;0.0;0.10;0.0;0.6;-11.2;;3.7
04.01.2015 10:00;51.3;0.5;0.0;0.10;0.0;0.6;-12.1;;23.8
04.01.2015 11:00;56.0;0.3;0.0;0.10;2.6;0.4;-13.1;;58.0
04.01.2015 12:00;59.2;0.2;0.0;0.10;2.8;0.3;-14.4;;107.0
04.01.2015 13:00;61.2;0.2;0.0;0.10;2.0;0.3;-15.9;;140.5
04.01.2015 14:00;63.8;0.1;0.0;0.10;1.2;0.2;-17.8;;265.8
04.01.2015 15:00;64.7;0.1;0.0;0.10;0.7;0.1;-18.6;;293.3
04.01.2015 16:00;65.1;0.1;0.0;0.10;0.6;0.1;-19.3;;106.5
04.01.2015 17:00;66.5;0.1;0.0;0.10;0.0;0.1;-19.7;;18.8
04.01.2015 18:00;66.3;0.3;0.0;0.10;0.7;0.3;-19.2;;0.0
04.01.2015 19:00;66.3;0.3;0.0;0.10;0.5;0.3;-19.0;;0.0
04.01.2015 20:00;67.3;0.1;0.0;0.10;1.3;0.1;-18.5;;0.0
04.01.2015 21:00;66.6;0.1;0.0;0.10;0.6;0.1;-18.6;;0.0
04.01.2015 22:00;66.9;0.1;0.0;0.10;0.3;0.1;-18.6;;0.0
04.01.2015 23:00;66.6;0.1;0.0;0.10;1.1;0.1;-18.3;;0.0
05.01.2015 00:00;65.7;0.1;0.0;0.10;0.8;0.1;-17.9;;0.0
05.01.2015 01:00;66.7;0.0;0.0;0.10;0.8;0.0;-17.4;;0.0
05.01.2015 02:00;66.4;0.0;0.0;0.10;0.5;0.0;-17.0;;0.0
05.01.2015 03:00;64.8;0.0;0.0;0.10;1.4;0.0;-16.9;;0.0
05.01.2015 04:00;66.1;0.0;0.0;0.10;0.9;0.0;-16.2;;0.0
05.01.2015 05:00;67.7;0.0;0.0;0.10;0.2;0.0;-15.6;;0.0
05.01.2015 06:00;67.4;0.0;0.0;0.10;0.4;0.0;-15.2;;0.0
05.01.2015 07:00;66.8;0.0;0.0;0.10;0.1;0.0;-14.5;;0.0
05.01.2015 08:00;67.3;0.0;0.0;0.10;0.6;0.0;-13.8;;0.0
05.01.2015 09:00;67.9;0.0;0.0;0.10;0.1;0.0;-13.6;;32.0
05.01.2015 10:00;68.9;0.0;0.0;0.10;0.0;0.0;-13.1;;171.7
05.01.2015 11:00;69.8;0.1;0.0;0.10;1.4;0.1;-12.8;;299.0
05.01.2015 12:00;70.2;0.0;0.0;0.10;;0.1;-12.1;;383.8
05.01.2015 13:00;70.1;0.1;0.0;0.10;0.0;0.1;-12.1;;416.2
05.01.2015 14:00;71.1;0.1;0.0;0.10;1.5;0.2;-12.3;;395.0
05.01.2015 15:00;70.3;0.1;0.0;0.10;0.7;0.1;-11.4;;316.3
05.01.2015 16:00;70.9;0.1;0.0;0.10;0.0;0.1;-11.3;;168.5
05.01.2015 17:00;70.4;0.1;;0.10;0.1;0.1;-11.5;;9.5
05.01.2015 18:00;70.5;0.1;0.0;0.10;0.0;0.1;-11.4;;0.0
05.01.2015 19:00;71.1;0.1;0.0;0.10;0.3;0.1;-10.7;;0.0
05.01.2015 20:00;72.0;0.1;0.0;0.10;0.7;0.1;-10.3;;0.0
05.01.2015 21:00;72.2;0.1;0.0;0.10;2.8;0.1;-10.4;;0.0
05.01.2015 22:00;72.2;0.1;0.0;0.10;2.8;0.1;-10.2;;0.0
05.01.2015 23:00;71.4;0.1;0.0;0.10;1.7;0.1;-11.0;;0.0
06.01.2015 00:00;71.0;0.1;0.0;0.10;1.0;0.1;-11.1;;0.0
06.01.2015 01:00;71.7;0.1;0.0;0.10;1.0;0.1;-10.9;;0.0
06.01.2015 02:00;70.2;0.1;0.0;0.10;1.2;0.1;-10.3;;0.0
06.01.2015 03:00;69.5;0.1;0.0;0.10;1.0;0.1;-10.2;;0.0
06.01.2015 04:00;70.2;0.1;0.0;0.10;1.8;0.1;-10.2;;0.0
06.01.2015 05:00;71.5;0.1;0.0;0.10;0.4;0.1;-10.0;;0.0
06.01.2015 06:00;70.5;0.1;0.0;0.10;0.0;0.1;-9.6;;0.0
06.01.2015 07:00;70.9;0.1;0.0;;0.0;0.1;-9.7;;0.0
06.01.2015 08:00;72.1;0.1;0.0;0.10;0.1;0.1;-9.9;;0.0
06.01.2015 09:00;72.1;0.2;0.0;0.10;0.3;0.2;-9.9;;33.0
06.01.2015 10:00;70.1;0.1;0.0;0.10;0.4;0.2;-9.4;;171.5
06.01.2015 11:00;68.3;0.1;0.0;0.10;0.3;0.1;-8.6;;298.5
06.01.2015 12:00;66.9;0.1;0.0;0.10;0.2;0.1;-7.3;;379.0
06.01.2015 13:00;67.3;0.1;0.0;0.10;0.1;0.1;-7.6;;412.8
06.01.2015 14:00;68.4;0.1;0.0;0.10;0.1;0.1;-7.1;;399.8
06.01.2015 15:00;68.6;0.1;0.0;0.10;0.0;0.1;-7.4;;317.8
06.01.2015 16:00;68.1;0.1;0.0;0.10;0.0;0.1;-8.4;;169.7
06.01.2015 17:00;68.8;0.1;0.0;0.10;0.0;0.1;-9.7;;19.0
06.01.2015 18:00;68.4;0.1;0.1;0.10;0.7;0.1;-10.0;;0.0
06.01.2015 19:00;69.7;0.1;0.0;0.10;1.7;0.1;-10.1;;0.0
06.01.2015 20:00;70.2;0.1;0.0;0.10;0.0;0.1;-10.7;;0.0
06.01.2015 21:00;71.9;;0.0;0.10;0.0;;-10.2;;0.0
06.01.2015 22:00;68.1;0.1;0.0;0.10;0.0;0.1;-10.8;;0.0
06.01.2015 23:00;68.3;0.1;0.0;0.10;0.0;0.1;-10.8;;0.0
07.01.2015 00:00;69.7;0.1;0.1;0.10;1.9;0.1;-10.3;;0.0
07.01.2015 01:00;66.2;0.1;0.0;0.10;0.9;0.1;-9.9;;0.0
07.01.2015 02:00;67.2;0.1;0.0;0.10;0.5;0.2;-10.3;;0.0
07.01.2015 03:00;67.3;0.1;0.0;0.10;0.3;0.2;-10.4;;0.0
07.01.2015 04:00;69.0;0.1;0.0;0.10;0.5;0.2;-10.8;;0.0
07.01.2015 05:00;69.7;0.1;0.0;0.10;0.0;0.2;-10.9;;0.0
07.01.2015 06:00;69.5;0.1;0.0;0.10;0.7;0.1;-10.9;;0.0
07.01.2015 07:00;69.4;0.1;0.0;0.10;0.2;0.1;-11.4;;0.0
07.01.2015 08:00;68.3;0.1;0.0;0.10;0.3;0.2;-11.9;;0.0
07.01.2015 09:00;67.5;0.1;0.0;0.10;0.7;0.2;-12.1;;44.7
07.01.2015 10:00;66.4;0.1;0.0;0.10;1.8;0.1;-11.8;;174.3
07.01.2015 11:00;66.9;0.0;0.0;0.10;1.7;0.1;-11.4;;304.7
07.01.2015 12:00;66.8;0.1;0.0;0.10;1.1;0.1;-11.7;;388.8
07.01.2015 13:00;67.8;0.0;0.0;0.10;0.8;0.1;-11.2;;422.2
07.01.2015 14:00;67.9;0.0;0.0;0.10;;0.1;-11.0;;405.2
07.01.2015 15:00;68.3;0.0;0.0;0.10;0.0;0.1;-10.9;;329.7
07.01.2015 16:00;70.6;0.0;0.0;0.10;0.2;0.1;-11.1;;185.7
07.01.2015 17:00;72.0;0.1;0.0;0.10;0.0;0.1;-11.0;;9.3
07.01.2015 18:00;67.4;0.1;;0.10;0.0;0.1;-10.8;;0.0
07.01.2015 19:00;69.1;0.1;0.0;0.10;0.0;0.1;-11.1;;0.0
07.01.2015 20:00;66.6;0.1;0.0;0.10;0.0;0.1;-10.7;;0.0
07.01.2015 21:00;66.1;0.0;0.0;0.10;;0.1;-9.9;;0.0
07.01.2015 22:00;67.3;0.1;0.0;0.10;0.0;0.1;-8.9;;0.0
07.01.2015 23:00;68.0;0.1;0.0;0.10;1.5;0.1;-9.0;;0.0
08.01.2015 00:00;68.6;0.1;0.0;0.10;0.8;0.1;-9.4;;0.0
08.01.2015 01:00;68.7;0.1;0.0;0.10;0.6;0.1;-9.5;;0.0
08.01.2015 02:00;69.6;0.1;0.0;0.10;0.1;0.1;-9.4;;0.0
08.01.2015 03:00;66.5;0.1;0.0;0.10;0.8;0.1;-9.6;;0.0
08.01.2015 04:00;63.8;0.1;0.0;0.10;1.0;0.1;-9.4;;0.0
08.01.2015 05:00;64.0;0.1;0.0;0.10;0.0;0.1;-9.6;;0.0
08.01.2015 06:00;65.0;0.1;0.0;0.10;0.0;0.1;-9.6;;0.0
08.01.2015 07:00;67.7;0.1;0.0;0.10;;0.1;-9.5;;0.0
08.01.2015 08:00;67.5;0.1;0.0;0.10;0.0;0.1;-9.4;;0.0
08.01.2015 09:00;68.2;0.1;0.0;0.10;0.7;0.1;-8.9;;33.7
08.01.2015 10:00;64.6;0.1;0.1;0.10;0.0;0.1;-7.9;;226.2
08.01.2015 11:00;63.1;0.1;0.0;0.10;;0.1;-7.0;;313.7
08.01.2015 12:00;63.3;0.1;0.0;0.10;0.8;0.1;-6.6;;392.7
08.01.2015 13:00;61.2;0.0;0.0;0.10;;0.1;-6.6;;408.3
08.01.2015 14:00;60.4;0.0;0.0;0.10;0.0;0.1;-6.1;;448.5
08.01.2015 15:00;60.7;0.0;0.0;0.10;0.1;0.0;-5.9;;213.7
08.01.2015 16:00;61.9;0.0;0.0;0.10;0.5;0.0;-6.1;;64.7
08.01.2015 17:00;61.8;0.0;0.0;0.10;0.0;0.1;-7.0;;14.0
08.01.2015 18:00;59.5;0.1;0.0;0.10;0.6;0.1;-7.9;;0.0
08.01.2015 19:00;59.6;0.0;0.0;0.10;1.2;0.0;-8.1;;0.0
08.01.2015 20:00;61.2;0.1;0.0;0.10;0.1;0.1;-9.6;;0.0
08.01.2015 21:00;58.7;0.5;0.0;0.10;0.0;0.5;-8.0;;0.0
08.01.2015 22:00;58.8;0.6;0.0;;1.1;0.6;-10.2;;0.0
08.01.2015 23:00;64.4;0.4;0.0;;1.0;0.4;-11.8;;0.0
09.01.2015 00:00;65.4;0.4;0.0;0.10;0.1;0.4;-12.8;;0.0
09.01.2015 01:00;72.1;0.3;0.0;0.10;3.4;0.3;-12.1;;0.0
09.01.2015 02:00;72.6;0.1;0.1;0.10;2.0;0.2;-11.3;;0.0
09.01.2015 03:00;70.6;0.1;0.0;0.10;0.0;0.1;-11.0;;0.0
09.01.2015 04:00;70.0;0.1;0.0;0.10;0.0;0.1;-11.3;;0.0
09.01.2015 05:00;69.7;0.1;0.0;0.10;0.0;0.1;-11.1;;0.0
09.01.2015 06:00;67.6;0.1;0.0;0.10;0.3;0.1;-10.0;;0.0
09.01.2015 07:00;67.4;0.1;0.0;0.10;0.0;0.1;-9.7;;0.0
09.01.2015 08:00;67.2;0.1;0.0;0.10;0.6;0.1;-9.8;;0.0
09.01.2015 09:00;67.8;0.1;0.0;0.10;0.9;0.1;-9.8;;9.7
09.01.2015 10:00;67.8;0.1;0.0;0.10;0.0;0.1;-10.0;;53.8
09.01.2015 11:00;67.3;0.0;0.0;0.10;1.7;0.1;-10.0;;108.3
09.01.2015 12:00;66.6;0.1;0.0;0.10;0.8;0.1;-10.9;;129.2
09.01.2015 13:00;66.9;0.1;0.0;0.10;0.4;0.1;-10.4;;109.0
09.01.2015 14:00;62.0;0.1;0.1;0.10;0.1;0.1;-6.5;;102.8
09.01.2015 15:00;58.6;0.1;0.0;0.10;0.6;0.1;-6.5;;82.7
09.01.2015 16:00;58.6;0.1;0.1;0.10;1.0;0.1;-6.0;;44.7
09.01.2015 17:00;59.5;0.1;0.0;0.10;0.6;0.1;-6.5;;10.0
09.01.2015 18:00;59.1;0.1;0.0;0.10;2.3;0.1;-6.5;;0.0
09.01.2015 19:00;59.1;0.1;;0.10;1.3;0.1;-5.8;;0.0
09.01.2015 20:00;59.5;0.1;0.0;0.10;0.0;0.1;-5.7;;0.0
09.01.2015 21:00;59.9;0.1;0.0;0.10;0.0;0.1;-5.2;;0.0
09.01.2015 22:00;60.2;0.1;0.0;0.10;1.0;0.1;-4.8;;0.0
09.01.2015 23:00;58.5;0.1;0.1;0.10;0.3;0.1;-4.3;;0.0
10.01.2015 00:00;54.3;0.1;0.0;0.10;0.4;0.1;-3.5;;0.0
10.01.2015 01:00;52.4;0.1;0.0;0.10;2.2;0.1;-3.0;;0.0
10.01.2015 02:00;51.6;0.1;0.0;0.10;3.1;0.1;-2.6;;0.0
10.01.2015 03:00;52.1;;0.0;0.10;0.6;;-3.2;;0.0
10.01.2015 04:00;53.1;0.0;0.0;0.10;10.5;0.0;-3.7;;0.0
10.01.2015 05:00;53.2;0.0;0.0;0.10;6.4;0.0;-4.3;;0.0
10.01.2015 06:00;52.4;0.0;0.0;0.10;2.3;0.0;-4.9;;0.0
10.01.2015 07:00;50.8;0.0;0.0;0.10;1.0;0.0;-5.4;;0.0
10.01.2015 08:00;50.7;0.0;0.1;0.10;0.5;0.0;-5.7;;0.0
10.01.2015 09:00;50.6;0.0;0.0;0.10;0.4;0.0;-5.9;;27.2
10.01.2015 10:00;49.8;0.0;0.0;0.10;0.4;0.0;-5.8;;17.3
10.01.2015 11:00;49.7;0.0;0.0;0.10;0.0;0.0;-6.1;;90.3
10.01.2015 12:00;51.2;0.0;0.1;0.10;0.8;0.0;-6.8;;310.3
10.01.2015 13:00;51.7;0.0;0.0;0.10;1.3;0.0;-7.3;;399.0
10.01.2015 14:00;51.5;0.0;0.0;0.10;0.6;0.0;-7.2;;230.3
10.01.2015 15:00;51.5;0.0;0.1;0.10;0.3;0.0;-7.2;;122.5
10.01.2015 16:00;53.7;0.0;0.1;0.10;0.3;0.0;-7.4;;148.8
10.01.2015 17:00;53.9;0.0;0.0;0.10;0.7;0.0;-7.8;;49.7
10.01.2015 18:00;51.5;0.0;0.1;0.10;0.7;0.0;-7.8;;0.5
10.01.2015 19:00;51.6;0.1;0.0;0.10;0.0;0.1;-7.6;;0.0
10.01.2015 20:00;52.2;0.0;0.0;0.10;0.0;0.0;-7.1;;0.0
10.01.2015 21:00;51.2;0.0;0.0;0.10;0.3;0.0;-6.7;;0.0
10.01.2015 22:00;51.1;0.0;0.0;0.10;0.2;0.0;-6.8;;0.0
10.01.2015 23:00;50.7;0.0;0.0;0.10;0.8;0.0;-6.9;;0.0
11.01.2015 00:00;50.7;0.1;0.0;0.10;0.4;0.1;-7.1;;0.0
11.01.2015 01:00;50.2;0.1;0.0;0.10;0.9;0.1;-7.3;;0.0
11.01.2015 02:00;49.9;0.1;0.0;0.10;0.0;0.1;-7.6;;0.0
11.01.2015 03:00;49.8;0.1;0.0;0.10;1.6;0.1;-7.9;;0.0
11.01.2015 04:00;49.6;0.1;0.0;0.10;0.4;0.1;-8.2;;0.0
11.01.2015 05:00;49.8;0.1;0.0;0.10;0.0;0.1;-8.4;;0.0
11.01.2015 06:00;51.9;0.1;0.0;0.10;0.0;0.1;-8.7;;0.0
11.01.2015 07:00;53.3;0.1;0.0;0.10;0.0;0.1;-9.0;;0.0
11.01.2015 08:00;52.4;0.1;0.0;0.10;0.1;0.1;-9.3;;0.0
11.01.2015 09:00;51.6;0.3;0.0;0.10;0.8;0.3;-12.1;;8.5
11.01.2015 10:00;54.8;0.5;0.0;0.10;0.0;0.6;-16.2;;77.0
11.01.2015 11:00;64.8;0.2;0.0;0.10;0.3;0.3;-17.3;;96.0
11.01.2015 12:00;63.0;0.2;0.0;0.10;1.6;0.3;-19.0;;172.0
11.01.2015 13:00;63.0;0.2;0.0;0.10;2.2;0.2;-19.3;;190.7
11.01.2015 14:00;65.9;0.1;0.0;;0.9;0.2;-19.6;;285.8
11.01.2015 15:00;64.6;0.2;0.0;0.10;0.9;0.2;-19.9;;150.0
11.01.2015 16:00;63.7;0.2;0.0;0.10;0.0;0.3;-19.9;;57.2
11.01.2015 17:00;62.4;0.3;0.0;0.10;0.0;0.3;-20.2;;15.3
11.01.2015 18:00;61.7;0.4;0.0;0.10;2.7;0.4;-20.1;;0.0
11.01.2015 19:00;61.3;0.4;0.0;0.10;2.8;0.4;-20.4;;0.0
11.01.2015 20:00;62.3;0.2;;0.10;2.0;0.2;-20.8;;0.0
11.01.2015 21:00;61.7;0.3;0.0;0.10;1.9;0.3;-20.7;;0.0
11.01.2015 22:00;61.8;0.2;0.0;0.10;1.2;0.2;-20.7;;0.0
11.01.2015 23:00;65.5;0.1;0.1;0.10;0.8;0.1;-20.2;;0.0
12.01.2015 00:00;69.1;0.1;0.1;0.10;0.4;0.1;-19.3;;0.0
12.01.2015 01:00;70.6;0.1;0.1;0.10;0.4;0.1;-18.2;;0.0
12.01.2015 02:00;70.7;0.1;0.1;;0.0;0.1;-17.5;;0.0
12.01.2015 03:00;71.4;0.1;0.1;;0.2;0.1;-17.5;;0.0
12.01.2015 04:00;69.7;0.1;0.1;;;0.1;-16.9;;0.0
12.01.2015 05:00;67.2;0.0;0.1;;0.0;0.1;-16.0;;0.0
12.01.2015 06:00;66.5;0.1;0.0;;1.9;0.1;-15.2;;0.0
12.01.2015 07:00;68.3;0.1;0.1;;0.0;0.1;-14.4;;0.0
12.01.2015 08:00;68.9;0.1;0.1;;0.0;0.1;-14.0;;0.0
12.01.2015 09:00;68.0;0.1;0.1;0.10;1.5;0.1;-13.5;;24.5
12.01.2015 10:00;67.4;0.1;0.0;0.10;0.2;0.1;-12.9;;76.3
12.01.2015 11:00;69.0;0.1;0.0;0.10;1.8;0.1;-12.4;;220.7
12.01.2015 12:00;69.1;0.1;0.1;0.10;0.0;0.1;-11.6;;316.5
12.01.2015 13:00;70.5;0.1;0.1;0.10;0.4;0.1;-11.2;;247.8
12.01.2015 14:00;68.3;0.1;0.1;0.10;0.0;0.1;-10.6;;197.2
12.01.2015 15:00;67.6;0.1;0.1;0.10;0.5;0.1;-10.5;;227.8
12.01.2015 16:00;67.7;0.1;0.1;0.10;0.1;0.1;-10.3;;151.3
12.01.2015 17:00;67.7;0.1;0.1;0.10;0.5;0.1;-10.8;;41.0
12.01.2015 18:00;68.0;0.1;0.1;0.10;0.0;0.1;-10.3;;0.0
12.01.2015 19:00;67.9;0.1;0.1;0.10;0.3;0.1;-10.1;;0.0
12.01.2015 20:00;68.0;0.0;0.1;0.10;0.0;0.0;-8.8;;0.0
12.01.2015 21:00;68.0;0.1;0.1;0.10;1.0;0.1;-8.6;;0.0
12.01.2015 22:00;68.4;0.1;0.1;0.10;0.2;0.1;-8.2;;0.0
12.01.2015 23:00;68.3;0.1;0.1;0.10;0.1;0.1;-7.8;;0.0
13.01.2015 00:00;68.1;0.1;0.1;0.10;0.3;0.1;-7.5;;0.0
13.01.2015 01:00;68.6;0.1;0.1;0.10;0.5;0.1;-7.5;;0.0
13.01.2015 02:00;68.8;0.1;0.1;;0.7;0.1;-7.5;;0.0
13.01.2015 03:00;69.0;0.1;0.0;;0.0;0.1;-7.3;;0.0
13.01.2015 04:00;69.2;0.1;0.1;;1.1;0.1;-7.5;;0.0
13.01.2015 05:00;68.7;0.1;0.1;;1.8;0.1;-8.0;;0.0
13.01.2015 06:00;68.7;0.1;0.1;;1.5;0.1;-8.4;;0.0
13.01.2015 07:00;69.0;0.1;0.0;;1.2;0.1;-8.4;;0.0
13.01.2015 08:00;69.4;0.1;0.1;;0.2;0.1;-8.5;;0.0
13.01.2015 09:00;69.5;;0.1;;;;-8.3;;38.3
13.01.2015 10:00;69.1;0.1;0.1;;0.0;0.1;-8.5;;176.7
13.01.2015 11:00;69.2;0.1;0.1;;2.1;0.1;-8.1;;302.0
13.01.2015 12:00;69.4;0.1;0.1;0.10;2.1;0.1;-8.4;;378.7
13.01.2015 13:00;69.0;0.1;0.0;0.10;0.6;0.1;-8.2;;423.3
13.01.2015 14:00;68.2;0.1;0.1;0.10;1.6;0.1;-8.2;;456.7
13.01.2015 15:00;67.1;0.1;0.1;0.10;1.4;0.2;-8.5;;365.0
13.01.2015 16:00;66.0;0.2;0.1;0.10;0.4;0.3;-9.5;;128.8
13.01.2015 17:00;65.6;0.2;0.1;0.10;2.2;0.2;-10.3;;27.2
13.01.2015 18:00;64.5;0.1;0.0;0.10;1.6;0.1;-10.7;;0.0
13.01.2015 19:00;62.9;0.2;0.1;0.10;1.6;0.2;-11.0;;0.0
13.01.2015 20:00;61.0;0.1;0.0;0.10;1.6;0.1;-11.1;;0.0
13.01.2015 21:00;58.4;0.1;;0.10;0.6;0.1;-10.9;;0.0
13.01.2015 22:00;60.4;0.1;0.1;0.10;0.5;0.1;-11.0;;0.0
13.01.2015 23:00;63.0;0.1;0.1;0.10;0.3;0.1;-10.9;;0.0
